Index,RecordingTime,Camera,Video,Empty
164,recording_2019_07_4_6_50_am,cam_10,cam_10-19560-19680.mov,FALSE
165,recording_2019_07_4_6_50_am,cam_10,cam_10-19680-19800.mov,FALSE
166,recording_2019_07_4_6_50_am,cam_10,cam_10-19800-19920.mov,FALSE
167,recording_2019_07_4_6_50_am,cam_10,cam_10-19920-20040.mov,FALSE
168,recording_2019_07_4_6_50_am,cam_10,cam_10-20040-20160.mov,FALSE
169,recording_2019_07_4_6_50_am,cam_10,cam_10-20160-20280.mov,FALSE
170,recording_2019_07_4_6_50_am,cam_10,cam_10-20280-20400.mov,FALSE
171,recording_2019_07_4_6_50_am,cam_10,cam_10-20400-20520.mov,FALSE
172,recording_2019_07_4_6_50_am,cam_10,cam_10-20520-20640.mov,FALSE
173,recording_2019_07_4_6_50_am,cam_10,cam_10-20640-20760.mov,FALSE
174,recording_2019_07_4_6_50_am,cam_10,cam_10-20760-20880.mov,FALSE
175,recording_2019_07_4_6_50_am,cam_10,cam_10-20880-21000.mov,FALSE
176,recording_2019_07_4_6_50_am,cam_10,cam_10-21000-21120.mov,FALSE
177,recording_2019_07_4_6_50_am,cam_10,cam_10-21120-21240.mov,FALSE
178,recording_2019_07_4_6_50_am,cam_10,cam_10-21240-21360.mov,FALSE
179,recording_2019_07_4_6_50_am,cam_10,cam_10-21360-21480.mov,FALSE
180,recording_2019_07_4_6_50_am,cam_10,cam_10-21480-21600.mov,FALSE
181,recording_2019_07_4_6_50_am,cam_10,cam_10-21600-21720.mov,FALSE
182,recording_2019_07_4_6_50_am,cam_10,cam_10-21720-21840.mov,FALSE
183,recording_2019_07_4_6_50_am,cam_10,cam_10-21840-21960.mov,FALSE
184,recording_2019_07_4_6_50_am,cam_10,cam_10-21960-22080.mov,FALSE
185,recording_2019_07_4_6_50_am,cam_10,cam_10-22080-22200.mov,FALSE
186,recording_2019_07_4_6_50_am,cam_10,cam_10-22200-22320.mov,FALSE
187,recording_2019_07_4_6_50_am,cam_10,cam_10-22320-22440.mov,FALSE
188,recording_2019_07_4_6_50_am,cam_10,cam_10-22440-22560.mov,FALSE
189,recording_2019_07_4_6_50_am,cam_10,cam_10-22560-22680.mov,FALSE
190,recording_2019_07_4_6_50_am,cam_10,cam_10-22680-22800.mov,FALSE
191,recording_2019_07_4_6_50_am,cam_10,cam_10-22800-22920.mov,FALSE
192,recording_2019_07_4_6_50_am,cam_10,cam_10-22920-23040.mov,FALSE
193,recording_2019_07_4_6_50_am,cam_10,cam_10-23040-23160.mov,FALSE
194,recording_2019_07_4_6_50_am,cam_10,cam_10-23160-23280.mov,FALSE
195,recording_2019_07_4_6_50_am,cam_10,cam_10-23280-23400.mov,FALSE
196,recording_2019_07_4_6_50_am,cam_10,cam_10-23400-23520.mov,FALSE
197,recording_2019_07_4_6_50_am,cam_10,cam_10-23520-23640.mov,FALSE
198,recording_2019_07_4_6_50_am,cam_10,cam_10-23640-23760.mov,FALSE
199,recording_2019_07_4_6_50_am,cam_10,cam_10-23760-23880.mov,FALSE
200,recording_2019_07_4_6_50_am,cam_10,cam_10-23880-24000.mov,FALSE
201,recording_2019_07_4_6_50_am,cam_10,cam_10-24000-24120.mov,FALSE
202,recording_2019_07_4_6_50_am,cam_10,cam_10-24120-24240.mov,FALSE
203,recording_2019_07_4_6_50_am,cam_10,cam_10-24240-24360.mov,FALSE
204,recording_2019_07_4_6_50_am,cam_10,cam_10-24360-24480.mov,FALSE
205,recording_2019_07_4_6_50_am,cam_10,cam_10-24480-24600.mov,FALSE
206,recording_2019_07_4_6_50_am,cam_10,cam_10-24600-24720.mov,FALSE
207,recording_2019_07_4_6_50_am,cam_10,cam_10-24720-24840.mov,FALSE
208,recording_2019_07_4_6_50_am,cam_10,cam_10-24840-24960.mov,FALSE
209,recording_2019_07_4_6_50_am,cam_10,cam_10-24960-25080.mov,FALSE
210,recording_2019_07_4_6_50_am,cam_10,cam_10-25080-25200.mov,FALSE
211,recording_2019_07_4_6_50_am,cam_10,cam_10-25200-25320.mov,FALSE
212,recording_2019_07_4_6_50_am,cam_10,cam_10-25320-25440.mov,FALSE
213,recording_2019_07_4_6_50_am,cam_10,cam_10-25440-25560.mov,FALSE
214,recording_2019_07_4_6_50_am,cam_10,cam_10-25560-25680.mov,FALSE
215,recording_2019_07_4_6_50_am,cam_10,cam_10-25680-25800.mov,FALSE
216,recording_2019_07_4_6_50_am,cam_10,cam_10-25800-25920.mov,FALSE
217,recording_2019_07_4_6_50_am,cam_10,cam_10-25920-26040.mov,FALSE
218,recording_2019_07_4_6_50_am,cam_10,cam_10-26040-26160.mov,FALSE
219,recording_2019_07_4_6_50_am,cam_10,cam_10-26160-26280.mov,FALSE
220,recording_2019_07_4_6_50_am,cam_10,cam_10-26280-26400.mov,FALSE
221,recording_2019_07_4_6_50_am,cam_10,cam_10-26400-26520.mov,FALSE
222,recording_2019_07_4_6_50_am,cam_10,cam_10-26520-26640.mov,FALSE
223,recording_2019_07_4_6_50_am,cam_10,cam_10-26640-26760.mov,FALSE
224,recording_2019_07_4_6_50_am,cam_10,cam_10-26760-26880.mov,FALSE
225,recording_2019_07_4_6_50_am,cam_10,cam_10-26880-27000.mov,FALSE
226,recording_2019_07_4_6_50_am,cam_10,cam_10-27000-27120.mov,FALSE
227,recording_2019_07_4_6_50_am,cam_10,cam_10-27120-27240.mov,FALSE
228,recording_2019_07_4_6_50_am,cam_10,cam_10-27240-27360.mov,FALSE
229,recording_2019_07_4_6_50_am,cam_10,cam_10-27360-27480.mov,FALSE
230,recording_2019_07_4_6_50_am,cam_10,cam_10-27480-27600.mov,FALSE
231,recording_2019_07_4_6_50_am,cam_10,cam_10-27600-27720.mov,FALSE
232,recording_2019_07_4_6_50_am,cam_10,cam_10-27720-27840.mov,FALSE
233,recording_2019_07_4_6_50_am,cam_10,cam_10-27840-27960.mov,FALSE
234,recording_2019_07_4_6_50_am,cam_10,cam_10-27960-28080.mov,FALSE
235,recording_2019_07_4_6_50_am,cam_10,cam_10-28080-28200.mov,FALSE
236,recording_2019_07_4_6_50_am,cam_10,cam_10-28200-28320.mov,FALSE
237,recording_2019_07_4_6_50_am,cam_10,cam_10-28320-28440.mov,FALSE
238,recording_2019_07_4_6_50_am,cam_10,cam_10-28440-28560.mov,FALSE
239,recording_2019_07_4_6_50_am,cam_10,cam_10-28560-28680.mov,FALSE
240,recording_2019_07_4_6_50_am,cam_10,cam_10-28680-28800.mov,FALSE
241,recording_2019_07_4_6_50_am,cam_10,cam_10-28800-28920.mov,FALSE
242,recording_2019_07_4_6_50_am,cam_10,cam_10-28920-29040.mov,FALSE
243,recording_2019_07_4_6_50_am,cam_10,cam_10-29040-29160.mov,FALSE
244,recording_2019_07_4_6_50_am,cam_10,cam_10-29160-29280.mov,FALSE
245,recording_2019_07_4_6_50_am,cam_10,cam_10-29280-29400.mov,FALSE
246,recording_2019_07_4_6_50_am,cam_10,cam_10-29400-29520.mov,FALSE
247,recording_2019_07_4_6_50_am,cam_10,cam_10-29520-29640.mov,FALSE
248,recording_2019_07_4_6_50_am,cam_10,cam_10-29640-29760.mov,FALSE
249,recording_2019_07_4_6_50_am,cam_10,cam_10-29760-29880.mov,FALSE
250,recording_2019_07_4_6_50_am,cam_10,cam_10-29880-30000.mov,FALSE
251,recording_2019_07_4_6_50_am,cam_10,cam_10-30000-30120.mov,FALSE
252,recording_2019_07_4_6_50_am,cam_10,cam_10-30120-30240.mov,FALSE
253,recording_2019_07_4_6_50_am,cam_10,cam_10-30240-30360.mov,FALSE
254,recording_2019_07_4_6_50_am,cam_10,cam_10-30360-30480.mov,FALSE
255,recording_2019_07_4_6_50_am,cam_10,cam_10-30480-30600.mov,FALSE
256,recording_2019_07_4_6_50_am,cam_10,cam_10-30600-30720.mov,FALSE
257,recording_2019_07_4_6_50_am,cam_10,cam_10-30720-30840.mov,FALSE
258,recording_2019_07_4_6_50_am,cam_10,cam_10-30840-30960.mov,FALSE
259,recording_2019_07_4_6_50_am,cam_10,cam_10-30960-31080.mov,FALSE
260,recording_2019_07_4_6_50_am,cam_10,cam_10-31080-31200.mov,FALSE
261,recording_2019_07_4_6_50_am,cam_10,cam_10-31200-31320.mov,FALSE
262,recording_2019_07_4_6_50_am,cam_10,cam_10-31320-31440.mov,FALSE
263,recording_2019_07_4_6_50_am,cam_10,cam_10-31440-31560.mov,FALSE
264,recording_2019_07_4_6_50_am,cam_10,cam_10-31560-31680.mov,FALSE
265,recording_2019_07_4_6_50_am,cam_10,cam_10-31680-31800.mov,FALSE
266,recording_2019_07_4_6_50_am,cam_10,cam_10-31800-31920.mov,FALSE
267,recording_2019_07_4_6_50_am,cam_10,cam_10-31920-32040.mov,FALSE
268,recording_2019_07_4_6_50_am,cam_10,cam_10-32040-32160.mov,FALSE
269,recording_2019_07_4_6_50_am,cam_10,cam_10-32160-32280.mov,FALSE
270,recording_2019_07_4_6_50_am,cam_10,cam_10-32280-32400.mov,FALSE
271,recording_2019_07_4_6_50_am,cam_10,cam_10-32400-32520.mov,FALSE
272,recording_2019_07_4_6_50_am,cam_10,cam_10-32520-32640.mov,FALSE
273,recording_2019_07_4_6_50_am,cam_10,cam_10-32640-32760.mov,FALSE
274,recording_2019_07_4_6_50_am,cam_10,cam_10-32760-32880.mov,FALSE
275,recording_2019_07_4_6_50_am,cam_10,cam_10-32880-33000.mov,FALSE
276,recording_2019_07_4_6_50_am,cam_10,cam_10-33000-33120.mov,FALSE
277,recording_2019_07_4_6_50_am,cam_10,cam_10-33120-33240.mov,FALSE
278,recording_2019_07_4_6_50_am,cam_10,cam_10-33240-33360.mov,FALSE
279,recording_2019_07_4_6_50_am,cam_10,cam_10-33360-33480.mov,FALSE
280,recording_2019_07_4_6_50_am,cam_10,cam_10-33480-33600.mov,FALSE
281,recording_2019_07_4_6_50_am,cam_10,cam_10-33600-33720.mov,FALSE
282,recording_2019_07_4_6_50_am,cam_10,cam_10-33720-33840.mov,FALSE
283,recording_2019_07_4_6_50_am,cam_10,cam_10-33840-33960.mov,FALSE
284,recording_2019_07_4_6_50_am,cam_10,cam_10-33960-34080.mov,FALSE
285,recording_2019_07_4_6_50_am,cam_10,cam_10-34080-34200.mov,FALSE
286,recording_2019_07_4_6_50_am,cam_10,cam_10-34200-34320.mov,FALSE
287,recording_2019_07_4_6_50_am,cam_10,cam_10-34320-34440.mov,FALSE
288,recording_2019_07_4_6_50_am,cam_10,cam_10-34440-34560.mov,FALSE
289,recording_2019_07_4_6_50_am,cam_10,cam_10-34560-34680.mov,FALSE
290,recording_2019_07_4_6_50_am,cam_10,cam_10-34680-34800.mov,FALSE
291,recording_2019_07_4_6_50_am,cam_10,cam_10-34800-34920.mov,FALSE
292,recording_2019_07_4_6_50_am,cam_10,cam_10-34920-35040.mov,FALSE
293,recording_2019_07_4_6_50_am,cam_10,cam_10-35040-35160.mov,FALSE
294,recording_2019_07_4_6_50_am,cam_10,cam_10-35160-35280.mov,FALSE
295,recording_2019_07_4_6_50_am,cam_10,cam_10-35280-35400.mov,FALSE
296,recording_2019_07_4_6_50_am,cam_10,cam_10-35400-35520.mov,FALSE
297,recording_2019_07_4_6_50_am,cam_10,cam_10-35520-35640.mov,FALSE
298,recording_2019_07_4_6_50_am,cam_10,cam_10-35640-35760.mov,FALSE
299,recording_2019_07_4_6_50_am,cam_10,cam_10-35760-35880.mov,FALSE
300,recording_2019_07_4_6_50_am,cam_10,cam_10-35880-36000.mov,FALSE
301,recording_2019_07_4_6_50_am,cam_11,cam_11-00000-00120.mov,FALSE
302,recording_2019_07_4_6_50_am,cam_11,cam_11-00120-00240.mov,FALSE
303,recording_2019_07_4_6_50_am,cam_11,cam_11-00240-00360.mov,FALSE
304,recording_2019_07_4_6_50_am,cam_11,cam_11-00360-00480.mov,FALSE
305,recording_2019_07_4_6_50_am,cam_11,cam_11-00480-00600.mov,FALSE
306,recording_2019_07_4_6_50_am,cam_11,cam_11-00600-00720.mov,FALSE
307,recording_2019_07_4_6_50_am,cam_11,cam_11-00720-00840.mov,FALSE
308,recording_2019_07_4_6_50_am,cam_11,cam_11-00840-00960.mov,FALSE
309,recording_2019_07_4_6_50_am,cam_11,cam_11-00960-01080.mov,FALSE
310,recording_2019_07_4_6_50_am,cam_11,cam_11-01080-01200.mov,FALSE
311,recording_2019_07_4_6_50_am,cam_11,cam_11-01200-01320.mov,FALSE
312,recording_2019_07_4_6_50_am,cam_11,cam_11-01320-01440.mov,FALSE
313,recording_2019_07_4_6_50_am,cam_11,cam_11-01440-01560.mov,FALSE
314,recording_2019_07_4_6_50_am,cam_11,cam_11-01560-01680.mov,FALSE
315,recording_2019_07_4_6_50_am,cam_11,cam_11-01680-01800.mov,FALSE
316,recording_2019_07_4_6_50_am,cam_11,cam_11-01800-01920.mov,FALSE
317,recording_2019_07_4_6_50_am,cam_11,cam_11-01920-02040.mov,FALSE
318,recording_2019_07_4_6_50_am,cam_11,cam_11-02040-02160.mov,FALSE
319,recording_2019_07_4_6_50_am,cam_11,cam_11-02160-02280.mov,FALSE
320,recording_2019_07_4_6_50_am,cam_11,cam_11-02280-02400.mov,FALSE
321,recording_2019_07_4_6_50_am,cam_11,cam_11-02400-02520.mov,FALSE
322,recording_2019_07_4_6_50_am,cam_11,cam_11-02520-02640.mov,FALSE
323,recording_2019_07_4_6_50_am,cam_11,cam_11-02640-02760.mov,FALSE
324,recording_2019_07_4_6_50_am,cam_11,cam_11-02760-02880.mov,FALSE
325,recording_2019_07_4_6_50_am,cam_11,cam_11-02880-03000.mov,FALSE
326,recording_2019_07_4_6_50_am,cam_11,cam_11-03000-03120.mov,FALSE
327,recording_2019_07_4_6_50_am,cam_11,cam_11-03120-03240.mov,FALSE
328,recording_2019_07_4_6_50_am,cam_11,cam_11-03240-03360.mov,FALSE
329,recording_2019_07_4_6_50_am,cam_11,cam_11-03360-03480.mov,FALSE
330,recording_2019_07_4_6_50_am,cam_11,cam_11-03480-03600.mov,FALSE
331,recording_2019_07_4_6_50_am,cam_11,cam_11-03600-03720.mov,FALSE
332,recording_2019_07_4_6_50_am,cam_11,cam_11-03720-03840.mov,FALSE
